Czas;Plec;Wiek;Wsparcie;SE;Przekonania_kulturowe;Przekonania_ekonomiczne;Fundamentalizm_religijny;Ksenofobia;Akceptacja_kapitalizmu;Antyinterwencjonizm;GSES_1;GSES_2;GSES_3;GSES_4;GSES_5;GSES_6;GSES_7;GSES_8;GSES_9;GSES_10;KPP_1;KPP_2;KPP_3;KPP_4;KPP_5;KPP_6;KPP_6_ODW;KPP_7;KPP_8;KPP_8_ODW;KPP_9;KPP_10;KPP_11;KPP_11_ODW;KPP_12;KPP_12_ODW;KPP_13;KPP_14;KPP_14_ODW;KPP_15;KPP_16;KPP_16_ODW;KPP_17;KPP_17_ODW;KPP_18;KPP_19;KPP_19_ODW
2020/07/19 6:27:55 PM CET;1;28;1;30;1;2,93;1;1;3;2,86;1;3;2;3;3;2;4;4;4;4;1;4;1;3;1;2;4;1;1;5;1;2;5;1;4;2;1;3;3;1;4;2;5;1;1;3;3
2020/07/20 5:19:01 PM CET;0;27;0;20;1,83;2,55;1,67;2;2,67;2,43;2;2;2;1;2;2;2;2;2;3;1;2;3;2;2;2;4;2;3;3;1;4;5;1;4;2;2;4;2;2;5;1;4;2;2;3;3
2020/07/22 9:13:39 PM CET;0;33;1;32;1,92;3,12;1,5;2,33;2,67;3,57;3;3;4;3;3;4;3;3;3;3;2;5;1;1;1;1;5;4;4;2;2;2;4;2;1;5;1;4;2;1;2;4;2;4;2;3;3
2020/08/04 5:08:46 AM CET;1;55;1;35;2,58;2,79;3,17;2;2;3,57;4;3;3;3;3;4;4;3;4;4;1;2;5;1;2;1;5;1;3;3;5;3;1;5;5;1;1;3;3;4;2;4;2;4;1;1;5
2020/07/09 9:27:02 PM CET;1;28;0;28;1,5;3,9;1;2;3,67;4,14;2;3;3;3;3;2;3;3;3;3;1;4;1;4;1;1;5;1;2;4;1;3;5;1;2;4;1;2;4;4;1;5;4;2;1;1;5
2020/07/10 3:57:46 PM CET;0;28;0;30;2,75;2,4;2,17;3,33;2,67;2,14;3;3;3;3;3;3;3;3;3;3;2;3;3;1;1;2;4;3;4;2;2;4;3;3;3;3;2;5;1;4;5;1;4;2;3;4;2
2020/07/10 7:24:42 PM CET;1;71;1;28;1,58;3,76;1,83;1,33;3,67;3,86;3;2;3;3;2;3;3;3;3;3;1;3;4;4;2;1;5;2;2;4;2;4;5;1;3;3;1;2;4;1;2;4;3;3;1;2;4
2020/07/11 10:44:23 AM CET;0;18;1;37;4,92;1,93;4,83;5;2;1,86;4;4;3;4;3;4;4;4;3;4;5;3;5;1;4;5;1;5;4;2;5;2;1;5;4;2;5;5;1;5;4;2;4;2;5;3;3
2020/07/11 1:02:09 PM CET;0;19;1;28;3;2,02;1,67;4,33;2,33;1,71;3;3;4;3;2;3;2;2;3;3;1;3;3;2;1;4;2;5;4;2;2;2;4;2;5;1;1;4;2;4;5;1;4;2;4;4;2
2020/07/11 1:41:39 PM CET;1;30;1;37;1,08;3,14;1,17;1;3;3,29;2;4;3;4;4;4;4;4;4;4;1;3;2;4;1;1;5;1;4;2;1;2;5;1;5;1;1;1;5;1;5;1;2;4;1;1;5
2020/07/11 4:31:47 PM CET;0;60;1;34;1,08;2,6;1,17;1;2,33;2,86;3;3;4;3;3;4;3;3;4;4;1;2;2;3;1;1;5;1;2;4;1;2;5;1;4;2;1;4;2;1;4;2;4;2;1;3;3
2020/07/11 4:49:03 PM CET;0;40;0;37;1;1,43;1;1;1;1,86;3;4;3;4;3;4;4;4;4;4;1;1;1;1;1;3;3;1;3;3;1;1;5;1;5;1;1;5;1;1;3;3;5;1;1;5;1
2020/07/11 6:20:07 PM CET;0;24;0;26;2,42;2,86;1,5;3,33;3;2,71;3;3;2;3;3;3;2;1;3;3;1;4;1;2;1;4;2;2;4;2;1;3;2;4;4;2;1;5;1;4;2;4;1;5;4;3;3
2020/07/11 8:30:32 PM CET;0;54;0;35;3,67;1,86;3,67;3,67;1;2,71;4;3;4;4;3;3;4;4;3;3;3;1;3;1;3;3;3;3;5;1;5;1;1;5;1;5;3;5;1;5;5;1;3;3;3;1;5
2020/07/11 11:03:54 PM CET;0;18;1;28;2,75;1,95;3,5;2;2,33;1,57;3;3;3;3;3;3;2;2;3;3;4;3;3;1;3;3;3;2;5;1;4;3;2;4;5;1;3;5;1;2;5;1;5;1;2;3;3
2020/07/12 6:15:40 PM CET;1;25;0;35;2,67;3,79;2,67;2,67;3;4,57;4;2;4;4;4;4;4;3;3;3;2;3;3;3;3;1;5;2;1;5;3;3;3;3;2;4;2;3;3;4;1;5;1;5;2;1;5
2020/07/12 7:35:36 PM CET;1;57;0;30;1,67;3,05;1,67;1,67;1,67;4,43;3;3;3;3;3;3;3;3;3;3;1;3;2;1;1;1;5;1;3;3;2;1;3;3;2;4;1;1;5;2;1;5;2;4;2;1;5
2020/07/14 11:36:18 AM CET;1;26;1;36;1,17;3;1;1,33;2;4;4;4;3;3;3;4;4;4;3;4;1;1;1;1;1;1;5;1;3;3;1;4;5;1;4;2;1;1;5;1;1;5;3;3;2;1;5
2020/07/14 10:17:27 PM CET;1;20;0;33;2,83;3,38;4,67;1;3,33;3,43;4;3;3;4;4;4;3;3;4;1;3;3;5;2;5;1;5;1;1;5;5;5;1;5;5;1;5;3;3;1;1;5;5;1;1;2;4
2020/07/14 11:16:41 PM CET;1;24;0;20;1,33;2,79;1;1,67;3;2,57;2;2;2;2;2;2;2;2;2;2;1;3;1;3;1;3;3;2;2;4;1;3;5;1;5;1;1;3;3;1;4;2;4;2;2;3;3
2020/07/15 4:28:09 PM CET;0;32;0;38;2,92;2,19;3,17;2,67;1,67;2,71;4;3;3;4;4;4;4;4;4;4;3;2;3;2;2;2;4;2;2;4;4;1;2;4;5;1;3;2;4;2;5;1;3;3;4;4;2
2020/07/15 6:01:15 PM CET;0;36;1;36;1;3,17;1;1;3,33;3;4;4;4;3;3;4;4;3;3;4;1;4;1;2;1;1;5;1;4;2;1;4;5;1;5;1;1;4;2;1;4;2;1;5;1;2;4
2020/07/15 10:51:52 PM CET;0;35;0;30;1;1,64;1;1;2;1,29;3;3;3;3;3;3;3;3;3;3;1;3;1;1;1;4;2;1;4;2;1;2;5;1;5;1;1;5;1;1;5;1;5;1;1;5;1
2020/07/15 10:56:50 PM CET;0;28;1;14;1,92;3,71;1,5;2,33;4;3,43;1;1;1;2;1;1;2;2;1;2;1;5;1;4;1;3;3;1;3;3;1;3;2;4;5;1;1;3;3;1;1;5;1;5;5;2;4
2020/07/15 11:02:35 PM CET;1;26;0;30;1,67;2,79;1,33;2;2;3,57;3;3;3;2;3;3;3;4;3;3;1;2;1;2;2;1;5;2;3;3;1;2;4;2;4;2;1;2;4;2;1;5;2;4;2;4;2
2020/07/15 11:03:15 PM CET;1;23;0;26;3,5;1,5;2;5;2;1;3;3;2;2;2;3;2;3;3;3;2;1;2;4;1;5;1;5;5;1;3;1;3;3;5;1;1;5;1;5;5;1;5;1;5;5;1
2020/07/15 11:10:37 PM CET;1;22;0;31;4,25;4;3,5;5;5;3;4;3;3;3;3;3;3;3;3;3;4;5;5;5;1;2;4;5;1;5;4;5;2;4;5;1;3;5;1;5;2;4;2;4;5;4;2
2020/07/16 12:02:33 AM CET;0;22;0;29;3,42;2,31;2,5;4,33;2,33;2,29;3;3;2;2;3;3;4;3;3;3;3;2;3;4;2;2;4;5;4;2;2;1;3;3;4;2;2;4;2;4;5;1;3;3;4;4;2
2020/07/16 12:10:29 AM CET;1;22;0;28;1,83;3,07;1,67;2;3;3,14;3;3;2;3;3;3;3;2;3;3;2;3;2;2;2;2;4;2;2;4;1;4;4;2;4;2;1;4;2;2;2;4;3;3;2;3;3
2020/07/16 5:57:36 AM CET;0;47;1;36;1,5;3,05;1,67;1,33;2,67;3,43;2;4;4;4;4;2;4;4;4;4;1;4;1;2;1;1;5;1;2;4;2;2;2;4;4;2;1;3;3;1;2;4;2;4;2;4;2
2020/07/16 5:59:12 AM CET;0;27;0;23;3,08;3,52;4,17;2;3,33;3,71;2;2;3;2;1;3;2;2;3;3;4;3;5;3;4;2;4;2;1;5;4;4;2;4;2;4;4;3;3;3;3;3;2;4;1;3;3
2020/07/16 7:12:34 AM CET;1;26;0;32;3,42;3,67;3,17;3,67;3,33;4;3;3;2;3;3;4;3;3;4;4;1;4;4;2;3;1;5;4;1;5;4;4;2;4;2;4;3;4;2;4;2;4;2;4;3;2;4
2020/07/16 7:18:22 AM CET;1;35;0;28;1,42;2,17;1,17;1,67;2,33;2;2;3;3;3;3;3;2;3;3;3;1;2;1;2;1;4;2;2;4;2;1;3;4;2;5;1;1;4;2;1;3;3;4;2;2;4;2
2020/07/16 1:51:10 PM CET;0;25;1;33;2,17;3,88;3;1,33;4,33;3,43;3;4;3;3;4;4;3;3;3;3;4;5;4;4;3;1;5;1;1;5;3;4;5;1;5;1;3;3;3;1;3;3;2;4;2;3;3
2020/07/16 1:54:39 PM CET;1;25;1;38;2,92;4,67;2,5;3,33;4,33;5;4;3;4;4;4;4;4;4;3;4;3;5;3;4;1;1;5;2;1;5;4;4;4;2;1;5;2;1;5;4;1;5;1;5;4;1;5
2020/07/16 2:28:24 PM CET;0;33;1;30;1;2,55;1;1;2,67;2,43;3;2;3;3;3;4;3;3;3;3;1;2;1;2;1;1;5;1;5;1;1;4;5;1;5;1;1;4;2;1;4;2;4;2;1;2;4
2020/07/16 4:44:57 PM CET;0;42;0;33;1,67;2,55;1,33;2;1,67;3,43;3;3;3;4;4;3;4;3;3;3;1;3;1;1;1;3;3;3;1;5;1;1;3;3;4;2;1;3;3;2;4;2;2;4;1;1;5
2020/07/16 4:51:33 PM CET;0;25;1;24;1,33;3,67;1,33;1,33;3,33;4;2;3;3;2;3;3;2;2;2;2;1;3;1;3;1;1;5;2;1;5;2;4;4;2;2;4;1;2;4;1;1;5;4;2;1;3;3
2020/07/16 5:10:30 PM CET;0;24;0;40;1,08;2,93;1,17;1;3;2,86;4;4;4;4;4;4;4;4;4;4;1;3;1;4;1;1;5;1;4;2;1;2;4;2;5;1;1;2;4;1;4;2;2;4;1;4;2
2020/07/16 6:04:40 PM CET;0;24;0;28;2,92;2,29;1,83;4;2;2,57;2;3;3;3;3;4;1;2;3;4;1;3;1;2;1;2;4;4;2;4;2;1;1;5;5;1;1;5;1;3;5;1;2;4;5;3;3
2020/07/16 7:08:38 PM CET;0;28;0;29;1,42;3,5;1,5;1,33;4;3;3;3;3;3;3;3;2;3;3;3;1;5;1;3;1;1;5;1;4;2;1;4;2;4;4;2;1;3;3;2;4;2;2;4;1;3;3
2020/07/16 7:35:09 PM CET;0;25;0;30;1,5;2,26;1;2;2,67;1,86;4;4;4;2;2;3;3;3;3;2;1;3;1;4;1;3;3;2;3;3;1;1;5;1;5;1;1;5;1;3;3;3;5;1;1;5;1
2020/07/16 7:52:06 PM CET;0;30;1;30;2,92;3,29;2,83;3;3;3,57;3;3;3;3;3;3;3;3;3;3;2;4;3;2;2;2;4;4;3;3;4;3;1;5;1;5;1;4;2;2;4;2;2;4;3;1;5
2020/07/16 7:57:45 PM CET;0;28;0;38;2,67;3,12;3,33;2;2,67;3,57;4;3;4;4;3;4;4;4;4;4;1;3;4;3;3;2;4;1;1;5;4;2;1;5;4;2;3;3;3;3;1;5;3;3;2;3;3
2020/07/16 8:02:52 PM CET;0;25;0;36;1,08;2,36;1,17;1;2;2,71;4;3;3;3;3;4;4;4;4;4;1;2;1;2;1;2;4;1;2;4;2;2;5;1;5;1;1;4;2;1;2;4;4;2;1;4;2
2020/07/16 8:08:02 PM CET;0;28;0;35;1,58;2,83;1,17;2;2,67;3;4;3;3;3;3;4;4;3;4;4;1;3;2;3;1;2;4;3;3;3;1;2;5;1;4;2;1;3;3;2;4;2;2;4;1;3;3
2020/07/16 8:09:57 PM CET;1;28;0;30;2,25;4,19;1,5;3;3,67;4,71;4;3;2;3;3;3;4;2;3;3;1;4;2;2;1;1;5;3;1;5;1;5;3;3;2;4;1;1;5;3;1;5;2;4;3;1;5
2020/07/16 8:35:38 PM CET;0;25;0;31;1,25;3,1;1,17;1,33;3,33;2,86;3;3;3;3;3;3;3;3;3;4;1;4;1;2;1;1;5;1;3;3;1;4;4;2;5;1;1;3;3;1;4;2;2;4;2;4;2
2020/07/16 9:24:16 PM CET;0;24;0;26;2,08;3,36;2,17;2;3;3,71;3;2;2;3;3;2;3;3;2;3;1;4;3;1;2;1;5;3;4;2;3;4;3;3;1;5;1;3;3;2;2;4;2;4;1;3;3
2020/07/16 10:19:55 PM CET;1;33;0;31;3,33;4,83;3;3,67;4,67;5;3;3;4;3;3;3;3;3;3;3;3;5;5;4;2;1;5;4;1;5;2;5;3;3;1;5;3;1;5;5;1;5;1;5;2;1;5
2020/07/17 12:01:45 AM CET;1;28;0;23;1,17;2,71;1;1,33;2;3,43;3;1;2;1;3;3;3;1;3;3;1;4;1;1;1;1;5;1;4;2;1;1;5;1;1;5;1;1;5;2;1;5;5;1;1;5;1
2020/07/17 5:52:01 AM CET;1;24;0;29;4,25;3,64;4,17;4,33;3;4,29;4;4;1;2;2;4;3;3;3;3;5;2;5;3;2;1;5;5;1;5;5;4;2;4;1;5;4;1;5;4;5;1;2;4;4;1;5
2020/07/18 3:53:12 AM CET;0;33;1;28;4,17;1,55;4;4,33;1,67;1,43;3;3;3;3;2;3;3;2;3;3;5;3;5;1;3;3;3;5;5;1;5;1;3;3;5;1;3;5;1;5;5;1;4;2;3;5;1
2020/07/20 5:45:05 PM CET;0;28;1;35;2,42;3,26;2,17;2,67;3,67;2,86;4;3;3;3;3;4;3;4;4;4;1;5;3;4;1;4;2;4;3;3;2;2;1;5;2;4;1;4;2;2;4;2;2;4;2;3;3
2020/07/30 6:01:53 PM CET;1;70;1;35;2,25;2,81;2,17;2,33;2,33;3,29;3;3;3;3;4;4;4;4;4;3;1;1;2;2;2;1;5;5;5;1;4;4;3;3;3;3;1;4;2;1;3;3;2;4;1;1;5
2020/07/10 11:24:18 AM CET;0;63;1;27;1;2,76;1;1;1,67;3,86;3;2;2;3;3;3;2;3;3;3;1;1;1;1;1;2;4;1;1;5;1;3;5;1;4;2;1;1;5;1;2;4;2;4;1;3;3
2020/07/10 3:42:44 PM CET;0;37;0;30;2,5;2,98;2,67;2,33;2,67;3,29;3;3;3;3;3;3;3;3;3;3;3;3;3;1;3;1;5;1;2;4;3;4;5;1;5;1;3;2;4;3;3;3;3;3;3;3;3
2020/07/11 11:35:12 AM CET;0;18;1;28;2,17;2;3,33;1;2;2;3;3;3;3;3;3;2;2;3;3;4;2;2;2;4;4;2;1;2;4;4;2;2;4;5;1;2;4;2;1;4;2;4;2;1;5;1
2020/07/11 12:00:00 PM CET;1;59;1;29;1,58;3,71;2,17;1;3;4,43;3;2;3;3;3;3;3;3;3;3;1;3;2;2;2;1;5;1;1;5;2;4;1;5;2;4;1;1;5;1;1;5;4;2;1;1;5
2020/07/11 12:14:55 PM CET;0;56;0;30;3,33;2,07;3,33;3,33;2;2,14;3;3;3;3;3;3;3;3;3;3;3;2;5;2;3;3;3;4;5;1;4;2;5;1;4;2;4;3;3;3;5;1;3;3;3;4;2
2020/07/11 12:26:44 PM CET;1;20;0;27;1,25;3,74;1,5;1;3,33;4,14;3;3;1;3;3;3;2;3;3;3;1;3;4;3;1;1;5;1;1;5;1;4;5;1;3;3;1;3;3;1;2;4;2;4;1;1;5
2020/07/11 3:00:11 PM CET;1;20;0;34;3,33;4,33;3,67;3;4,67;4;4;4;3;3;3;4;3;3;3;4;4;5;4;4;2;1;5;3;2;4;4;5;1;5;3;3;3;1;5;3;2;4;2;4;3;3;3
2020/07/11 4:20:44 PM CET;0;57;0;32;1;3,45;1;1;2,33;4,57;4;3;3;3;3;4;3;3;3;3;1;2;1;1;1;1;5;1;1;5;1;4;5;1;1;5;1;2;4;1;1;5;3;3;1;1;5
2020/07/11 5:34:26 PM CET;1;55;1;30;1;2,93;1;1;2;3,86;3;2;3;3;3;3;3;4;3;3;1;1;1;1;1;2;4;1;1;5;1;4;5;1;3;3;1;3;3;1;2;4;1;5;1;3;3
2020/07/11 9:24:08 PM CET;0;50;0;23;1,67;2,29;1,67;1,67;2;2,57;3;1;3;2;2;3;2;2;2;3;1;2;3;1;1;2;4;1;3;3;3;3;5;1;3;3;1;3;3;3;4;2;4;2;1;5;1
2020/07/12 10:58:30 AM CET;1;42;1;40;1,25;2,21;1,17;1,33;2;2,43;4;4;4;4;4;4;4;4;4;4;1;1;1;1;1;1;5;1;5;1;2;4;5;1;1;5;1;5;1;2;5;1;3;3;1;5;1
2020/07/12 2:01:17 PM CET;0;52;0;29;1,75;2,81;1,5;2;2,33;3,29;3;3;3;2;3;3;3;3;3;3;1;3;2;2;1;1;5;2;2;4;2;2;4;2;4;2;1;3;3;2;2;4;3;3;2;4;2
2020/07/12 7:05:09 PM CET;1;68;0;30;2,5;2,67;2,33;2,67;2,33;3;3;3;3;3;3;3;3;3;3;3;1;3;2;2;2;1;5;1;3;3;3;2;1;5;3;3;1;4;2;4;4;2;4;2;3;2;4
2020/07/12 8:40:58 PM CET;0;32;1;32;2,08;3;1,5;2,67;3;3;4;3;3;3;3;4;3;3;3;3;1;3;1;4;1;3;3;2;1;5;2;2;3;3;3;3;1;5;1;3;2;4;3;3;3;4;2
2020/07/13 7:06:02 AM CET;0;57;0;35;3;3,21;4;2;3;3,43;3;4;3;4;4;3;3;4;4;3;4;3;4;4;4;2;4;2;2;4;4;2;2;4;4;2;4;4;2;2;2;4;2;4;2;2;4
2020/07/13 3:47:30 PM CET;1;59;0;29;2,5;2,43;3;2;2;2,86;3;2;3;3;3;3;3;3;3;3;3;3;4;2;3;1;5;1;3;3;3;1;4;2;4;2;3;4;2;3;4;2;4;2;2;2;4
2020/07/13 5:24:23 PM CET;0;37;0;33;1;1,76;1;1;1,67;1,86;4;4;3;3;4;3;2;4;3;3;1;1;1;1;1;4;2;1;4;2;1;3;5;1;5;1;1;3;3;1;3;3;5;1;1;5;1
2020/07/14 11:03:11 AM CET;0;46;1;27;1,25;3,1;1,17;1,33;2,33;3,86;2;2;1;3;3;2;4;4;3;3;1;5;2;1;1;1;5;1;1;5;1;1;5;1;4;2;1;4;2;1;2;4;1;5;2;2;4
2020/07/14 12:52:34 PM CET;0;35;0;32;1,17;2,48;1,33;1;2,67;2,29;4;2;3;3;3;3;3;4;3;4;1;3;1;2;1;3;3;1;2;4;2;3;4;2;5;1;1;4;2;1;3;3;4;2;1;5;1
2020/07/14 8:29:13 PM CET;1;27;0;30;2;3,76;2,67;1,33;3,67;3,86;3;3;3;3;3;3;3;3;3;3;3;4;4;2;3;1;5;1;1;5;2;5;4;2;3;3;2;5;1;2;2;4;2;4;1;1;5
2020/07/15 10:28:18 AM CET;0;52;1;32;3,25;2,69;2,83;3,67;2,67;2,71;3;3;3;3;3;3;3;4;4;3;2;5;1;1;1;4;2;5;3;3;5;2;1;5;5;1;3;3;3;4;4;2;2;4;2;2;4
2020/07/15 10:43:59 AM CET;0;24;1;30;1,67;2,62;2;1,33;2,67;2,57;3;3;3;3;3;3;3;3;3;3;1;3;2;2;1;3;3;1;3;3;2;3;1;5;4;2;1;4;2;2;4;2;3;3;1;3;3
2020/07/15 5:08:05 PM CET;0;52;0;20;1,08;2,17;1,17;1;1,33;3;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;3;3;1;2;4;1;2;4;2;5;1;1;3;3;1;2;4;4;2;1;2;4
2020/07/15 5:09:12 PM CET;1;32;1;36;1,08;2,62;1,17;1;1,67;3,57;4;3;3;3;4;4;3;4;4;4;1;1;1;1;1;1;5;1;1;5;1;3;4;2;5;1;1;1;5;1;1;5;4;2;1;4;2
2020/07/15 7:03:21 PM CET;0;39;1;31;1;2,17;1;1;1,33;3;4;2;3;3;3;3;3;4;3;3;1;1;1;1;1;2;4;1;2;4;1;2;5;1;5;1;1;2;4;1;2;4;4;2;1;4;2
2020/07/16 5:37:06 PM CET;0;52;0;36;1;3,05;1;1;2,67;3,43;4;3;4;3;3;4;3;4;4;4;1;4;1;1;1;2;4;1;2;4;1;3;5;1;4;2;1;2;4;1;1;5;3;3;1;4;2
2020/07/16 5:43:15 PM CET;1;62;0;30;1,83;3,48;2;1,67;3,67;3,29;3;3;3;3;3;3;3;3;3;3;1;5;1;3;1;1;5;1;4;2;3;3;1;5;3;3;1;4;2;3;2;4;2;4;1;3;3
2020/07/16 7:01:31 PM CET;1;32;0;28;1,42;2,4;1,83;1;2,67;2,14;3;3;3;3;3;4;2;2;2;3;1;3;1;2;1;1;5;1;5;1;3;3;2;4;5;1;1;5;1;1;5;1;3;3;1;3;3
2020/07/16 7:43:17 PM CET;1;24;0;34;2;4,67;2;2;4,33;5;4;3;3;3;3;4;4;4;3;3;1;3;4;5;3;1;5;1;1;5;1;5;5;1;1;5;2;1;5;4;1;5;1;5;1;1;5
2020/07/16 7:52:25 PM CET;0;42;1;40;1,42;2,88;1,83;1;3,33;2,43;4;4;4;4;4;4;4;4;4;4;1;4;1;2;1;2;4;1;2;4;2;4;1;5;3;3;1;4;2;1;4;2;5;1;1;5;1
2020/07/16 8:00:51 PM CET;1;25;1;36;3;3,71;3,67;2,33;3;4,43;4;3;3;4;3;4;4;3;4;4;4;4;3;3;3;1;5;1;1;5;4;2;1;5;2;4;3;1;5;3;1;5;2;4;3;3;3
2020/07/16 8:12:34 PM CET;0;41;1;40;2,83;2,62;2,33;3,33;3,67;1,57;4;4;4;4;4;4;4;4;4;4;1;5;3;5;1;1;5;4;5;1;5;1;3;3;5;1;1;5;1;2;5;1;5;1;4;5;1
