Czas;Plec;Wiek;Wsparcie;SE;Przekonania_kulturowe;Przekonania_ekonomiczne;Fundamentalizm_religijny;Ksenofobia;Akceptacja_kapitalizmu;Antyinterwencjonizm;GSES_1;GSES_2;GSES_3;GSES_4;GSES_5;GSES_6;GSES_7;GSES_8;GSES_9;GSES_10;KPP_1;KPP_2;KPP_3;KPP_4;KPP_5;KPP_6;KPP_6_ODW;KPP_7;KPP_8;KPP_8_ODW;KPP_9;KPP_10;KPP_11;KPP_11_ODW;KPP_12;KPP_12_ODW;KPP_13;KPP_14;KPP_14_ODW;KPP_15;KPP_16;KPP_16_ODW;KPP_17;KPP_17_ODW;KPP_18;KPP_19;KPP_19_ODW
2020/07/16 9:41:08 PM CET;0;35;0;29;1,08;2,33;1,17;1;2,67;2;3;3;3;3;3;3;3;2;3;3;1;3;2;2;1;1;5;1;5;1;1;3;5;1;5;1;1;5;1;1;5;1;4;2;1;3;3
2020/07/16 9:43:06 PM CET;0;33;1;30;1,5;2,69;1,33;1,67;2,67;2,71;3;3;3;3;3;3;3;3;3;3;1;3;2;3;1;4;2;2;2;4;2;2;5;1;3;3;1;4;2;1;3;3;3;3;2;4;2
2020/07/16 11:39:14 PM CET;0;26;1;36;3,17;2,26;4,33;2;2,67;1,86;4;3;3;3;3;4;4;4;4;4;5;4;5;1;4;4;2;1;3;3;5;3;3;3;5;1;4;5;1;4;5;1;4;2;1;3;3
2020/07/17 12:00:19 PM CET;0;29;0;36;1,58;2,52;1,5;1,67;2,33;2,71;4;3;3;3;4;4;3;4;4;4;1;3;2;2;1;3;3;1;2;4;2;2;4;2;4;2;1;4;2;2;3;3;3;3;2;4;2
2020/07/17 1:22:56 PM CET;0;38;1;31;3,08;2,24;3,17;3;2,33;2,14;4;3;3;3;3;3;3;3;3;3;2;3;4;3;3;3;3;4;4;2;3;1;3;3;5;1;4;3;3;3;5;1;3;3;2;4;2
2020/07/17 2:47:41 PM CET;1;27;1;37;1,58;2,64;1,83;1,33;2;3,29;3;4;3;3;4;4;4;4;4;4;1;1;3;3;1;2;4;1;2;4;3;2;4;2;5;1;1;4;2;2;4;2;1;5;1;1;5
2020/07/19 4:43:41 PM CET;1;28;0;32;3,17;1,9;3,67;2,67;1,67;2,14;3;3;3;2;3;4;3;3;4;4;4;2;5;2;4;3;3;2;4;2;4;1;4;2;4;2;3;5;1;4;4;2;3;3;2;4;2
2020/07/19 8:07:22 PM CET;1;22;0;30;1,67;2,5;2,33;1;2;3;2;3;3;3;4;3;4;2;3;3;4;2;3;2;2;3;3;1;1;5;2;2;4;2;4;2;1;4;2;1;4;2;1;5;1;4;2
2020/07/19 8:22:24 PM CET;0;45;1;39;1;3,33;1;1;2,67;4;4;4;4;3;4;4;4;4;4;4;1;3;1;1;1;1;5;1;1;5;1;4;5;1;4;2;1;1;5;1;1;5;4;2;1;2;4
2020/07/19 9:21:49 PM CET;1;56;0;31;3,25;2,6;3,5;3;2,33;2,86;4;3;3;3;3;3;3;3;3;3;5;3;4;1;2;2;4;3;4;2;3;3;3;3;4;2;4;4;2;3;3;3;2;4;3;3;3
2020/08/04 12:10:00 PM CET;0;34;0;17;1,5;3,31;1,67;1,33;3,33;3,29;2;1;2;2;2;2;1;1;2;2;1;3;3;4;1;1;5;1;1;5;1;3;4;2;1;5;2;5;1;2;4;2;4;2;1;3;3
2020/07/09 5:20:19 PM CET;0;25;1;28;1,83;3,74;2;1,67;3,33;4,14;4;3;2;2;2;3;2;3;3;4;1;4;1;2;2;1;5;2;2;4;3;4;3;3;3;3;2;2;4;1;1;5;2;4;2;2;4
2020/07/09 5:37:45 PM CET;1;27;0;27;2,75;2,81;3,5;2;2,33;3,29;3;3;3;2;2;3;2;3;3;3;2;1;4;2;4;1;5;2;3;3;4;4;1;5;2;4;2;4;2;2;4;2;3;3;2;2;4
2020/07/10 11:50:29 AM CET;0;38;1;34;1,25;2,62;1,5;1;1,67;3,57;4;3;3;3;3;3;3;4;4;4;1;1;1;1;1;1;5;1;1;5;2;3;3;3;5;1;1;3;3;1;3;3;3;3;1;1;5
2020/07/10 3:28:15 PM CET;0;28;1;34;2,67;2,86;3;2,33;3;2,71;4;4;3;3;4;4;2;3;4;3;3;5;4;3;2;1;5;3;4;2;2;1;2;4;5;1;3;3;3;2;4;2;2;4;2;4;2
2020/07/10 3:34:04 PM CET;0;28;0;28;1,33;2,48;1;1,67;2,67;2,29;4;3;3;2;2;4;2;3;3;2;1;5;1;1;1;3;3;1;3;3;1;2;5;1;4;2;1;5;1;2;5;1;2;4;2;4;2
2020/07/11 11:08:26 AM CET;0;19;0;23;1,58;2,29;1,5;1,67;3;1,57;2;3;1;1;2;3;3;2;3;3;1;3;2;3;1;4;2;2;4;2;3;3;5;1;5;1;1;5;1;2;5;1;4;2;1;4;2
2020/07/11 12:14:58 PM CET;0;59;1;39;2,08;3,36;2,83;1,33;3;3,71;4;4;4;4;4;4;4;4;4;3;2;3;2;2;2;1;5;1;3;3;5;4;1;5;1;5;1;3;3;2;4;2;2;4;1;2;4
2020/07/11 12:59:46 PM CET;1;33;0;32;2,08;2,6;1,83;2,33;2,33;2,86;4;3;3;4;3;3;3;3;3;3;1;2;2;1;1;1;5;5;2;4;1;4;1;5;4;2;1;5;1;1;5;1;1;5;1;4;2
2020/07/11 1:29:30 PM CET;1;27;1;30;4;2,26;3,67;4,33;2,67;1,86;3;3;3;3;3;3;2;3;3;4;4;2;4;4;3;4;2;5;4;2;5;2;4;2;5;1;4;4;2;4;5;1;3;3;4;4;2
2020/07/11 3:28:46 PM CET;0;46;1;33;2,75;3,26;3,17;2,33;3,67;2,86;3;3;3;3;3;4;3;4;3;4;4;4;4;2;2;2;4;4;2;4;2;5;1;5;4;2;2;4;2;1;2;4;3;3;2;5;1
2020/07/11 5:23:22 PM CET;1;23;0;30;3,5;2,95;2,33;4,67;3,33;2,57;3;3;3;3;3;3;3;3;3;3;4;3;3;3;1;2;4;5;4;2;2;4;5;1;5;1;3;4;2;5;4;2;1;5;4;4;2
2020/07/11 5:26:37 PM CET;0;24;0;25;4,33;3,33;4,67;4;3,67;3;3;3;4;1;2;2;2;3;3;2;4;5;5;3;5;3;3;4;2;4;5;3;1;5;1;5;4;5;1;3;5;1;2;4;5;3;3
2020/07/12 6:43:34 PM CET;0;55;0;30;4,5;1,69;4,33;4,67;1,67;1,71;3;3;3;3;3;3;3;3;3;3;4;3;5;1;5;4;2;5;5;1;4;1;1;5;4;2;3;4;2;5;5;1;5;1;4;3;3
2020/07/12 11:07:23 PM CET;0;67;1;28;3,33;3,07;2,67;4;3;3,14;3;3;2;3;3;3;2;3;3;3;3;3;4;4;2;1;5;5;2;4;3;2;4;2;4;2;2;4;2;2;4;2;2;4;5;3;3
2020/07/13 6:58:54 AM CET;1;40;1;30;4,58;2,12;4,83;4,33;1,67;2,57;3;3;3;3;3;3;3;3;3;3;5;1;5;3;4;4;2;4;3;3;5;1;1;5;2;4;5;4;2;5;4;2;3;3;4;4;2
2020/07/13 7:00:40 AM CET;1;55;0;30;2;4,62;3;1;4,67;4,57;3;3;3;3;3;3;3;3;3;3;1;5;4;5;2;1;5;1;1;5;5;4;1;5;4;2;1;1;5;1;1;5;1;5;1;1;5
2020/07/13 8:16:46 PM CET;0;39;1;30;2,25;2,88;2,83;1,67;2,33;3,43;3;2;3;3;4;3;3;3;3;3;2;3;4;2;2;2;4;1;1;5;2;2;2;4;4;2;3;4;2;2;2;4;2;4;2;3;3
2020/07/13 9:35:22 PM CET;0;44;0;25;4,25;2,86;4,5;4;2;3,71;2;3;2;3;3;3;1;2;3;3;4;2;5;3;4;4;2;4;2;4;5;1;1;5;2;4;4;2;4;4;2;4;2;4;4;2;4
2020/07/14 7:34:39 AM CET;0;55;0;29;3,83;1,98;4,33;3,33;1,67;2,29;3;3;3;2;3;3;3;3;3;3;3;2;5;1;4;3;3;3;4;2;5;2;1;5;5;1;4;4;2;4;5;1;2;4;3;3;3
2020/07/14 11:44:52 AM CET;1;27;1;37;1;2,98;1;1;2,67;3,29;3;2;4;4;4;4;4;4;4;4;1;3;1;2;1;1;5;1;2;4;1;3;5;1;5;1;1;4;2;1;3;3;3;3;1;1;5
2020/07/14 8:18:01 PM CET;1;31;0;33;2,5;3,36;2,33;2,67;3;3,71;4;4;3;3;3;3;3;3;3;4;1;2;3;3;2;1;5;3;1;5;2;4;1;5;4;2;1;5;1;4;2;4;2;4;1;1;5
2020/07/15 4:28:57 PM CET;0;29;0;27;1,83;2,1;1;2,67;1,33;2,86;2;3;1;3;3;3;2;4;3;3;1;1;1;1;1;3;3;2;2;4;1;2;5;1;4;2;1;4;2;4;4;2;2;4;2;3;3
2020/07/15 4:52:22 PM CET;0;32;0;38;1,83;2,1;1,67;2;2,33;1,86;4;4;3;4;4;4;3;4;4;4;1;5;2;1;1;2;4;1;5;1;2;1;3;3;5;1;1;5;1;2;5;1;2;4;3;5;1
2020/07/15 5:32:15 PM CET;0;36;1;39;1,25;2,98;1,5;1;3,67;2,29;4;4;3;4;4;4;4;4;4;4;2;5;3;3;1;2;4;1;4;2;1;3;5;1;4;2;1;3;3;1;5;1;5;1;1;3;3
2020/07/15 5:42:47 PM CET;0;39;0;30;2,5;2,43;3,33;1,67;3;1,86;3;3;3;3;3;3;3;3;3;3;3;2;4;4;3;4;2;1;5;1;4;3;3;3;4;2;3;3;3;3;5;1;5;1;1;3;3
2020/07/15 5:47:12 PM CET;1;46;0;38;1,67;2,86;1,67;1,67;2;3,71;4;3;4;4;4;4;4;4;4;3;1;3;1;2;1;1;5;2;2;4;1;1;1;5;2;4;1;5;1;2;1;5;2;4;1;3;3
2020/07/15 6:00:22 PM CET;1;69;1;34;2,67;1,9;2;3,33;1,67;2,14;3;3;3;3;3;4;3;4;4;4;1;2;3;2;1;1;5;2;5;1;4;1;4;2;4;2;1;5;1;5;5;1;4;2;3;3;3
2020/07/15 6:00:58 PM CET;0;32;0;35;4,42;1,6;4,17;4,67;1,33;1,86;3;4;4;3;4;4;3;3;3;4;3;2;5;1;4;2;4;5;5;1;5;1;1;5;5;1;3;4;2;5;5;1;5;1;4;3;3
2020/07/16 8:34:06 PM CET;0;33;0;32;4,42;2,05;4,17;4,67;2,67;1,43;4;3;3;3;3;4;3;3;3;3;4;3;5;4;4;5;1;4;5;1;4;1;3;3;3;3;5;4;2;5;5;1;5;1;5;5;1
2020/07/16 8:46:31 PM CET;0;22;0;33;3,25;2,19;2,83;3,67;2,67;1,71;4;3;3;3;2;3;4;3;4;4;4;2;4;4;2;3;3;5;5;1;2;2;4;2;5;1;3;4;2;3;5;1;5;1;3;3;3
2020/07/16 9:03:54 PM CET;0;32;1;24;2,58;2,29;1,5;3,67;2;2,57;3;2;2;2;2;3;2;2;3;3;1;3;1;1;1;2;4;4;2;4;2;2;3;3;5;1;1;5;1;4;5;1;2;4;3;3;3
2020/07/16 9:25:27 PM CET;0;33;0;25;2,67;1,95;1,67;3,67;2,33;1,57;3;3;2;2;2;3;3;2;2;3;1;2;1;3;1;3;3;5;5;1;4;2;4;2;5;1;1;4;2;3;5;1;5;1;3;4;2
2020/07/16 9:39:18 PM CET;0;23;0;26;1,08;3,76;1,17;1;3,67;3,86;3;3;2;3;2;2;3;2;3;3;1;3;1;4;1;1;5;1;2;4;2;4;5;1;3;3;1;3;3;1;2;4;1;5;1;3;3
2020/07/16 10:10:48 PM CET;1;28;0;33;3,67;4,31;4,67;2,67;4,33;4,29;3;3;3;2;3;4;4;4;3;4;4;5;5;4;5;1;5;3;2;4;5;4;1;5;2;4;4;2;4;4;2;4;2;4;1;1;5
2020/07/17 7:13:31 AM CET;0;26;0;29;2,08;3,4;1,5;2,67;2,67;4,14;3;2;2;3;3;3;3;2;4;4;1;4;2;1;1;3;3;2;1;5;1;3;3;3;4;2;1;1;5;2;2;4;1;5;4;1;5
2020/07/17 8:27:48 AM CET;0;25;1;28;3,33;3,1;4;2,67;2,33;3,86;3;3;2;3;3;3;3;2;3;3;5;3;4;2;3;1;5;4;2;4;4;2;1;5;3;3;3;2;4;2;2;4;2;4;2;3;3
2020/07/17 8:58:49 AM CET;0;24;0;29;1,58;3,29;1,83;1,33;3;3,57;3;2;3;3;3;3;3;2;3;4;2;3;3;3;2;1;5;2;1;5;1;3;5;1;1;5;2;4;2;1;4;2;3;3;1;3;3
2020/07/17 10:56:52 PM CET;0;49;0;31;1,83;1,79;1;2,67;1;2,57;4;3;3;3;3;3;3;3;3;3;1;1;1;1;1;1;5;2;3;3;1;1;5;1;5;1;1;5;1;3;3;3;3;3;3;4;2
2020/07/18 2:09:22 PM CET;1;25;1;28;2,25;2,93;2,5;2;2;3,86;3;2;3;2;3;3;1;4;4;3;1;3;2;1;5;1;5;1;1;5;4;2;5;1;5;1;2;2;4;4;1;5;4;2;1;1;5
2020/07/20 4:49:57 PM CET;0;25;1;32;2;2,07;1,67;2,33;2;2,14;3;2;2;3;4;4;3;3;4;4;2;2;2;2;3;3;3;2;4;2;1;2;5;1;5;1;1;4;2;2;3;3;4;2;3;4;2
2020/07/20 7:13:41 PM CET;0;21;1;27;2,25;2,17;1,5;3;3,33;1;2;1;3;3;3;3;3;3;3;3;2;5;2;2;1;5;1;5;5;1;1;3;5;1;5;1;2;5;1;2;5;1;5;1;2;5;1
2020/07/21 9:52:56 PM CET;0;40;1;32;4,67;2,31;5;4,33;2,33;2,29;4;3;4;3;3;3;3;3;3;3;5;3;5;3;5;5;1;5;2;4;5;1;1;5;3;3;5;4;2;5;4;2;3;3;3;5;1
2020/07/09 5:34:17 PM CET;1;26;1;30;3,58;2,9;4,17;3;1,67;4,14;3;3;3;3;3;3;3;3;3;3;1;1;5;1;5;1;5;4;2;4;5;3;1;5;4;2;4;1;5;3;1;5;2;4;2;2;4
2020/07/09 5:39:58 PM CET;0;32;0;35;2,25;3,6;1,17;3,33;4,33;2,86;3;3;3;3;4;4;4;3;4;4;1;5;1;4;1;1;5;4;4;2;1;4;4;2;4;2;1;5;1;2;2;4;4;2;4;2;4
2020/07/09 6:58:37 PM CET;1;26;0;37;2,58;4,67;2,83;2,33;4,33;5;3;3;3;4;4;4;4;4;4;4;1;5;3;3;1;1;5;4;1;5;4;5;1;5;1;5;3;1;5;2;1;5;1;5;1;1;5
2020/07/10 11:09:50 AM CET;0;25;0;40;2,5;4,05;2;3;3,67;4,43;4;4;4;4;4;4;4;4;4;4;3;5;3;5;3;1;5;5;1;5;1;1;5;1;1;5;1;3;3;1;1;5;1;5;3;3;3
2020/07/10 3:09:27 PM CET;1;27;0;30;2,17;5;3,33;1;5;5;3;3;3;3;3;3;3;3;3;3;3;5;3;5;4;1;5;1;1;5;4;5;2;4;1;5;2;1;5;1;1;5;1;5;1;1;5
2020/07/11 10:24:18 AM CET;1;59;0;27;2,17;1,86;2,33;2;2;1,71;3;3;3;2;2;3;2;3;3;3;2;1;3;1;2;1;5;1;5;1;3;4;3;3;4;2;1;5;1;3;5;1;5;1;2;5;1
2020/07/11 10:54:22 AM CET;1;46;1;30;3,08;2,69;3,17;3;2,67;2,71;3;3;3;3;3;3;3;3;3;3;4;3;4;2;2;3;3;1;2;4;3;3;3;3;5;1;3;3;3;5;3;3;3;3;3;4;2
2020/07/11 12:40:20 PM CET;0;62;0;31;1,67;2,88;1,67;1,67;2,33;3,43;3;3;3;3;3;3;4;3;3;3;1;1;3;3;1;1;5;1;2;4;1;3;3;3;2;4;1;5;1;3;5;1;1;5;1;2;4
2020/07/11 1:10:37 PM CET;0;22;0;37;1,58;2,48;1,17;2;2,67;2,29;3;4;4;4;4;4;3;3;4;4;1;3;1;3;1;2;4;2;3;3;2;2;5;1;2;4;1;5;1;2;5;1;5;1;2;4;2
2020/07/11 1:22:50 PM CET;1;62;0;28;1,08;3,07;1,17;1;3;3,14;3;2;3;3;3;3;3;2;3;3;1;2;2;2;1;1;5;1;2;4;1;5;5;1;5;1;1;3;3;1;4;2;2;4;1;3;3
2020/07/11 1:35:14 PM CET;1;43;1;40;3,83;3,57;4,67;3;3;4,14;4;4;4;4;4;4;4;4;4;4;5;5;5;3;5;1;5;3;2;4;5;1;1;5;1;5;3;1;5;3;3;3;3;3;3;2;4
2020/07/11 1:55:28 PM CET;1;54;1;38;2,25;3,62;1,83;2,67;3,67;3,57;4;3;4;4;4;4;4;3;4;4;1;3;2;4;1;1;5;2;2;4;3;4;3;3;5;1;1;2;4;4;2;4;4;2;2;1;5
2020/07/11 5:10:19 PM CET;0;29;0;30;1;3,48;1;1;2,67;4,29;3;3;3;3;3;3;3;3;3;3;1;2;1;1;1;1;5;1;1;5;1;5;5;1;2;4;1;1;5;1;2;4;4;2;1;1;5
2020/07/11 5:44:11 PM CET;0;49;0;36;1;2,79;1;1;2;3,57;3;3;4;3;3;4;4;4;4;4;1;2;1;2;1;2;4;1;2;4;1;2;5;1;3;3;1;3;3;1;2;4;2;4;1;3;3
2020/07/11 8:17:09 PM CET;1;80;1;29;1,42;3,62;1,83;1;3,67;3,57;3;2;3;2;2;3;3;3;4;4;1;3;3;4;2;2;4;1;2;4;2;4;4;2;3;3;1;2;4;1;3;3;2;4;1;3;3
2020/07/12 11:41:32 AM CET;0;56;0;34;2,17;2,52;1,67;2,67;2,33;2,71;4;2;3;3;4;4;3;3;4;4;1;4;3;1;2;1;5;4;2;4;1;2;5;1;5;1;2;5;1;2;5;1;3;3;2;2;4
2020/07/12 5:36:25 PM CET;0;22;0;13;3;2,52;5;1;2,33;2,71;1;2;1;1;1;2;2;1;1;1;5;3;5;1;5;3;3;1;4;2;5;3;1;5;4;2;5;3;3;1;3;3;3;3;1;3;3
2020/07/12 6:46:36 PM CET;1;54;0;32;1,75;3,9;2,17;1,33;3,67;4,14;4;3;3;2;3;4;3;3;4;3;1;2;1;5;1;1;5;1;1;5;4;4;1;5;5;1;1;3;3;2;1;5;1;5;1;1;5
2020/07/12 8:24:58 PM CET;0;57;0;33;2;3,07;2,33;1,67;3;3,14;4;3;3;3;3;4;3;3;3;4;2;4;2;1;1;1;5;1;1;5;4;4;3;3;4;2;2;2;4;2;4;2;5;1;2;3;3
2020/07/13 8:26:35 AM CET;0;47;1;27;1,67;3,29;1,67;1,67;3;3,57;3;2;3;3;3;3;2;2;3;3;1;3;2;3;1;1;5;1;2;4;2;3;3;3;4;2;1;3;3;2;3;3;2;4;2;2;4
2020/07/13 5:04:51 PM CET;0;24;1;28;2,5;2,64;2,67;2,33;3;2,29;3;4;3;2;3;3;2;2;3;3;2;1;4;4;2;4;2;2;4;2;3;4;3;3;5;1;2;3;3;3;4;2;2;4;2;4;2
2020/07/14 11:20:29 AM CET;0;29;0;34;4,33;1,76;4;4,67;1,67;1,86;4;4;3;3;4;4;3;3;3;3;4;2;4;2;3;4;2;5;5;1;5;1;2;4;4;2;4;4;2;5;5;1;4;2;4;3;3
2020/07/14 1:31:20 PM CET;0;25;0;37;1,75;3,86;1,17;2,33;4;3,71;4;3;3;4;4;4;4;3;4;4;1;5;1;3;1;2;4;5;1;5;1;4;4;2;3;3;1;3;3;1;3;3;1;5;1;3;3
2020/07/14 2:24:03 PM CET;1;28;0;27;1,83;2,83;1,33;2,33;2,67;3;3;2;3;2;3;3;2;3;3;3;1;4;2;2;1;1;5;1;2;4;1;2;4;2;5;1;1;4;2;4;4;2;2;4;2;3;3
2020/07/14 4:25:52 PM CET;0;26;0;39;1,92;3,43;1,5;2,33;4;2,86;4;3;4;4;4;4;4;4;4;4;1;5;1;3;1;1;5;4;2;4;1;4;2;4;4;2;1;3;3;2;4;2;3;3;1;5;1
2020/07/14 7:20:41 PM CET;0;27;0;25;1,33;3,26;1;1,67;2,67;3,86;3;3;2;2;2;3;2;3;2;3;1;3;1;1;1;1;5;1;2;4;1;4;5;1;2;4;1;2;4;2;2;4;4;2;2;2;4
2020/07/16 7:25:12 PM CET;0;25;0;34;2,67;2,4;1,33;4;3,67;1,14;4;3;3;3;3;4;3;4;3;4;1;5;2;4;2;4;2;5;5;1;1;2;5;1;5;1;1;5;1;3;5;1;5;1;4;5;1
2020/07/16 7:33:34 PM CET;1;23;0;32;2,25;4,38;1,83;2,67;4,33;4,43;4;4;3;3;4;3;2;3;3;3;1;5;1;3;1;1;5;3;1;5;2;5;3;3;4;2;3;1;5;3;1;5;1;5;2;2;4
2020/07/16 7:42:50 PM CET;0;33;0;28;3,33;2,1;2,33;4,33;1,33;2,86;3;3;2;3;3;4;2;2;3;3;1;2;4;1;2;2;4;4;3;3;2;1;5;1;5;1;4;5;1;5;5;1;1;5;4;1;5
2020/07/16 7:47:02 PM CET;0;26;1;30;3,75;3,33;3,17;4,33;3,67;3;3;2;4;3;3;3;3;3;3;3;4;5;4;2;3;1;5;5;2;4;4;4;5;1;5;1;3;4;2;5;5;1;1;5;3;3;3
2020/07/16 7:51:45 PM CET;0;55;1;30;2,83;2,1;3;2,67;2,33;1,86;3;3;3;3;3;3;3;3;3;3;4;4;4;1;1;2;4;3;5;1;4;2;3;3;4;2;2;4;2;3;5;1;5;1;2;4;2
2020/07/16 9:11:45 PM CET;0;27;0;34;2;2,05;1,67;2,33;1,67;2,43;4;4;4;3;3;4;3;3;3;3;1;1;3;1;1;2;4;1;4;2;1;3;5;1;2;4;3;5;1;3;5;1;2;4;3;5;1
2020/07/16 9:35:12 PM CET;0;26;1;34;1;2,26;1;1;1,67;2,86;3;4;3;4;3;4;4;3;3;3;1;2;1;1;1;2;4;1;1;5;1;2;5;1;5;1;1;2;4;1;4;2;4;2;1;4;2
2020/07/17 11:47:05 PM CET;0;28;1;35;1,17;2,38;1;1,33;2,33;2,43;4;3;3;3;3;4;4;3;4;4;1;2;1;1;1;4;2;1;2;4;1;4;5;1;4;2;1;5;1;1;5;1;2;4;2;3;3
